order_id,order_date,ship_date,customer_id,customer_name,customer_segment,product_id,product_name,category,subcategory,quantity,sales,discount,profit,region,city,state,shipping_cost,payment_type
ORD-002747,2024-03-16 15:54:32,2024-03-25 15:54:32,CUST-4006,Daisy Morrison,Small Business,PROD-6937,Networking Strategy,Technology,Networking,46,7860.57,0.14,1667.13,Mountain,Helena,MT,6.23,Credit
ORD-002748,2025-07-23 15:54:47,2025-07-29 15:54:47,CUST-9924,Kathryn Edwards,Consumer,PROD-9068,Art Piece,Office Supplies,Art,44,118501.42,0.1,15210.98,Mountain,Boise,ID,40.64,Transfer
ORD-002749,2025-06-07 17:46:47,2025-06-17 17:46:47,CUST-5455,Katherine Torres,Small Business,PROD-3496,Markers Finally,Office Supplies,Markers,38,65470.31,0.22,18079.75,Midwest,Detroit,MI,47.25,Credit
ORD-002750,2024-08-13 04:02:25,2024-08-19 04:02:25,CUST-4667,Wendy Chavez,Corporate,PROD-1550,Men's Clothing Child,Apparel,Men's Clothing,30,42552.52,0.26,857.32,West,Los Angeles,CA,56.94,Transfer
ORD-002751,2024-08-22 21:49:18,2024-08-31 21:49:18,CUST-5212,Carolyn Gaines,Retailer,PROD-7680,Appliances Region,Home & Kitchen,Appliances,20,39442.53,0.03,16252.93,East,New York,NY,105.46,Transfer
ORD-002752,2024-04-22 02:14:08,2024-04-27 02:14:08,CUST-6420,Jonathan Smith,Consumer,PROD-2220,Skincare Others,Health & Beauty,Skincare,1,2544.92,0.13,322.72,West,Seattle,WA,42.0,Debit
ORD-002753,2024-06-24 08:56:34,2024-06-30 08:56:34,CUST-8056,John Serrano,Consumer,PROD-8315,Outerwear Develop,Apparel,Outerwear,38,92620.61,0.18,34652.37,West,Los Angeles,CA,72.96,Mobile Pay
ORD-002754,2025-04-10 04:04:53,2025-04-11 04:04:53,CUST-2552,Alexander Jones,Retailer,PROD-7657,Tables Along,Furniture,Tables,6,3207.76,0.12,1262.08,Mountain,Cheyenne,WY,78.63,Mobile Pay
ORD-002755,2025-04-28 06:30:50,2025-05-06 06:30:50,CUST-3612,Mark Mullins,Corporate,PROD-8318,Monitors Full,Technology,Monitors,7,5838.69,0.12,2482.05,West,Portland,OR,99.5,PayPal
ORD-002756,2024-12-06 19:23:48,2024-12-09 19:23:48,CUST-5565,Dr. Christian Potts Jr.,Corporate,PROD-9428,Art Tonight,Office Supplies,Art,43,68554.26,0.33,12526.55,Midwest,Minneapolis,MN,115.21,BNPL
ORD-002757,2025-04-26 11:10:26,2025-05-01 11:10:26,CUST-5773,James Freeman,Retailer,PROD-4332,Supplements Right,Health & Beauty,Supplements,31,11795.79,0.24,73.14,South,San Antonio,TX,44.03,Transfer
ORD-002758,2025-02-15 00:22:58,2025-02-24 00:22:58,CUST-7391,Eric Cooke,Consumer,PROD-6124,Paper Hope,Office Supplies,Paper,24,10976.64,0.01,2264.16,Mountain,Reno,NV,104.04,Transfer
ORD-002759,2025-05-15 20:53:45,2025-05-23 20:53:45,CUST-1214,Paul Davis,Consumer,PROD-8933,Phones Pm,Technology,Phones,2,3489.14,0.08,944.82,West,Sacramento,CA,104.39,Cash
ORD-002760,2024-08-07 21:06:27,2024-08-11 21:06:27,CUST-7861,Mark Chen,Small Business,PROD-2038,Haircare Final,Health & Beauty,Haircare,45,92952.56,0.06,15518.36,Midwest,Columbus,OH,20.47,Cash
ORD-002761,2025-08-24 19:25:39,2025-09-01 19:25:39,CUST-6942,Jenna Steele,Small Business,PROD-4904,Binders Among,Office Supplies,Binders,48,22747.3,0.35,-3576.38,West,San Francisco,CA,33.52,BNPL
ORD-002762,2024-10-03 15:42:08,2024-10-07 15:42:08,CUST-2551,Brittany Montgomery,Online-Only,PROD-9254,Paper Community,Office Supplies,Paper,26,14409.49,0.05,5893.97,East,Raleigh,NC,30.64,PayPal
ORD-002763,2024-04-05 22:52:15,2024-04-07 22:52:15,CUST-4634,Eric Hall,Small Business,PROD-6033,Audio Compare,Technology,Audio,50,84079.85,0.13,27189.85,Midwest,Indianapolis,IN,39.05,PayPal
ORD-002764,2024-01-07 07:34:40,2024-01-12 07:34:40,CUST-3109,Casey Nicholson,Online-Only,PROD-9302,Bookcases Travel,Furniture,Bookcases,45,102582.62,0.09,44403.02,West,Las Vegas,NV,87.71,Debit
ORD-002765,2025-07-26 09:54:10,2025-07-28 09:54:10,CUST-8999,John Joseph,Retailer,PROD-4446,Bookcases Listen,Furniture,Bookcases,14,28730.46,0.27,-1808.3,West,Salt Lake City,UT,34.16,Cash
ORD-002766,2024-06-27 06:24:33,2024-07-07 06:24:33,CUST-1856,Kelly Johnson,Enterprise,PROD-5442,Women's Clothing Voice,Apparel,Women's Clothing,14,11994.19,0.2,2946.41,Mountain,Billings,MT,92.2,Mobile Pay
ORD-002767,2024-04-25 05:29:25,2024-05-04 05:29:25,CUST-3792,Amanda Edwards,Retailer,PROD-6252,Women's Clothing According,Apparel,Women's Clothing,36,44791.92,0.25,1191.96,South,Dallas,TX,84.91,Mobile Pay
ORD-002768,2024-08-02 21:27:59,2024-08-08 21:27:59,CUST-3144,Beth Wallace,Enterprise,PROD-2171,Decor Kind,Home & Kitchen,Decor,23,28751.97,0.28,1826.33,West,Seattle,WA,96.41,Debit
ORD-002769,2024-09-16 18:34:51,2024-09-25 18:34:51,CUST-9686,Rachel Patterson,Consumer,PROD-2038,Haircare Final,Health & Beauty,Haircare,23,42454.93,0.16,2877.45,West,San Francisco,CA,80.56,Credit
ORD-002770,2025-06-17 09:07:16,2025-06-21 09:07:16,CUST-4478,Sandra Quinn,Online-Only,PROD-6162,Decor Body,Home & Kitchen,Decor,28,20435.12,0.21,-41.0,Midwest,Chicago,IL,89.43,Mobile Pay
ORD-002771,2024-06-22 02:46:03,2024-06-29 02:46:03,CUST-2796,Peter Dixon,Small Business,PROD-5773,Accessories Media,Apparel,Accessories,25,46483.75,0.31,7994.0,Mountain,Helena,MT,82.35,Transfer
ORD-002772,2024-08-30 00:47:23,2024-09-03 00:47:23,CUST-8796,Todd Burch,Enterprise,PROD-2257,Men's Clothing Hit,Apparel,Men's Clothing,49,87040.52,0.38,12102.37,West,Denver,CO,108.95,Transfer
ORD-002773,2024-10-16 20:06:20,2024-10-20 20:06:20,CUST-1819,Stacie Mclean,Small Business,PROD-7580,Pens Three,Office Supplies,Pens,24,15430.28,0.31,3948.44,West,Denver,CO,14.75,BNPL
ORD-002774,2025-01-04 20:37:50,2025-01-14 20:37:50,CUST-4796,Julia Lewis,Enterprise,PROD-4798,Bookcases Perform,Furniture,Bookcases,27,62070.0,0.23,17680.65,Midwest,Detroit,MI,94.91,Credit
ORD-002775,2025-07-14 03:28:19,2025-07-20 03:28:19,CUST-9723,Stephen Cole,Retailer,PROD-8411,Wearables Bar,Technology,Wearables,50,124079.56,0.12,21820.06,East,Charlotte,NC,41.11,PayPal
ORD-002776,2024-09-24 02:52:04,2024-09-27 02:52:04,CUST-8353,Jenna Rowland,Small Business,PROD-8933,Phones Pm,Technology,Phones,16,26699.48,0.12,6344.92,West,San Francisco,CA,118.42,Transfer
ORD-002777,2025-06-14 23:22:50,2025-06-20 23:22:50,CUST-7141,Heather Cain,Consumer,PROD-8302,Outerwear Though,Apparel,Outerwear,44,18346.76,0.37,-1943.4,Midwest,Kansas City,MO,77.65,Mobile Pay
ORD-002778,2024-07-25 20:00:58,2024-08-01 20:00:58,CUST-6105,Sarah Martinez,Consumer,PROD-6596,Men's Clothing Baby,Apparel,Men's Clothing,31,6525.58,0.23,1672.53,West,Los Angeles,CA,31.17,Debit
ORD-002779,2024-05-09 15:57:24,2024-05-11 15:57:24,CUST-3764,Deborah Allison,Online-Only,PROD-2257,Men's Clothing Hit,Apparel,Men's Clothing,31,65724.48,0.26,18314.63,East,Philadelphia,PA,30.74,BNPL
ORD-002780,2025-09-11 18:03:47,2025-09-16 18:03:47,CUST-6397,Mark Espinoza,Enterprise,PROD-8315,Outerwear Develop,Apparel,Outerwear,1,2110.42,0.29,584.94,East,Charlotte,NC,25.54,BNPL
ORD-002781,2024-03-11 12:25:43,2024-03-17 12:25:43,CUST-4923,Marisa Ross,Small Business,PROD-4514,Outerwear Beat,Apparel,Outerwear,11,18383.28,0.37,3566.06,South,Birmingham,AL,62.35,Debit
ORD-002782,2024-11-26 08:51:28,2024-12-05 08:51:28,CUST-5006,Dean Blackburn,Retailer,PROD-4446,Bookcases Listen,Furniture,Bookcases,1,2108.4,0.25,-72.94,East,Orlando,FL,23.64,Mobile Pay
ORD-002783,2024-09-24 20:02:41,2024-10-01 20:02:41,CUST-6402,Elizabeth Bond,Retailer,PROD-9428,Art Tonight,Office Supplies,Art,27,46900.54,0.27,11720.35,East,New York,NY,18.99,Mobile Pay
ORD-002784,2025-03-31 13:03:09,2025-04-08 13:03:09,CUST-7281,Kevin Wilson,Corporate,PROD-4798,Bookcases Perform,Furniture,Bookcases,43,105271.2,0.18,34577.05,South,Memphis,TN,7.29,Mobile Pay
ORD-002785,2025-01-24 22:42:53,2025-01-31 22:42:53,CUST-3881,Timothy Yates,Online-Only,PROD-1715,Tables Heavy,Furniture,Tables,47,116845.46,0.04,48465.63,East,Orlando,FL,75.25,Credit
ORD-002786,2024-07-19 14:49:34,2024-07-28 14:49:34,CUST-8999,John Joseph,Retailer,PROD-7251,Bedding Into,Home & Kitchen,Bedding,12,18867.06,0.32,4204.86,Mountain,Boise,ID,57.69,PayPal
ORD-002787,2024-12-10 18:56:30,2024-12-19 18:56:30,CUST-2660,Patrick Combs,Enterprise,PROD-1751,Cosmetics Myself,Health & Beauty,Cosmetics,16,20870.7,0.15,2771.98,East,New York,NY,16.17,Cash
ORD-002788,2025-03-29 14:48:23,2025-03-31 14:48:23,CUST-5883,Julie Lowery,Corporate,PROD-1467,Cosmetics Since,Health & Beauty,Cosmetics,23,26053.22,0.35,-5695.75,Mountain,Santa Fe,NM,76.87,Credit
ORD-002789,2024-11-08 06:47:16,2024-11-13 06:47:16,CUST-4430,Courtney Livingston,Corporate,PROD-2257,Men's Clothing Hit,Apparel,Men's Clothing,7,13437.13,0.33,2731.68,East,Orlando,FL,20.64,Transfer
ORD-002790,2025-04-12 20:48:35,2025-04-14 20:48:35,CUST-3238,Jennifer Ross,Consumer,PROD-8315,Outerwear Develop,Apparel,Outerwear,8,17358.93,0.27,5155.09,West,Los Angeles,CA,31.59,PayPal
ORD-002791,2025-04-11 16:26:44,2025-04-21 16:26:44,CUST-6552,Nicole Gonzales,Consumer,PROD-8212,Monitors Industry,Technology,Monitors,6,10136.0,0.02,2251.52,East,Boston,MA,40.81,Mobile Pay
ORD-002792,2024-05-11 09:18:23,2024-05-20 09:18:23,CUST-4349,Richard Miller,Online-Only,PROD-9543,Tables Speak,Furniture,Tables,26,69519.14,0.05,25919.74,Midwest,Cleveland,OH,111.33,Cash
ORD-002793,2025-09-17 23:14:24,2025-09-24 23:14:24,CUST-7537,Jeanette Mitchell,Online-Only,PROD-4930,Chairs Case,Furniture,Chairs,5,4665.8,0.39,-323.15,East,Raleigh,NC,75.55,PayPal
ORD-002794,2025-05-06 20:39:07,2025-05-09 20:39:07,CUST-3271,Heather Green,Enterprise,PROD-1492,Cabinets Do,Furniture,Cabinets,34,22606.19,0.3,-2987.99,Mountain,Boise,ID,54.08,Cash
ORD-002795,2025-07-20 03:20:27,2025-07-23 03:20:27,CUST-8039,Daniel Cox,Small Business,PROD-9922,Phones Care,Technology,Phones,39,75767.79,0.06,30620.22,South,Oklahoma City,OK,75.21,PayPal
ORD-002796,2025-03-18 22:33:41,2025-03-23 22:33:41,CUST-4816,Gary Miller,Small Business,PROD-6945,Men's Clothing American,Apparel,Men's Clothing,22,19664.78,0.33,4742.18,East,Charlotte,NC,49.85,Debit
ORD-002797,2024-10-23 12:34:41,2024-11-01 12:34:41,CUST-1392,Melissa Rowland,Corporate,PROD-9576,Accessories Hold,Technology,Accessories,34,20724.36,0.0,6033.98,Mountain,Helena,MT,53.87,BNPL
ORD-002798,2025-08-13 02:01:47,2025-08-15 02:01:47,CUST-7463,Lucas Nunez,Consumer,PROD-2937,Men's Clothing Beyond,Apparel,Men's Clothing,37,9299.3,0.25,-215.99,East,Raleigh,NC,90.72,Transfer
ORD-002799,2024-05-24 17:10:26,2024-06-03 17:10:26,CUST-1463,Travis Harvey,Corporate,PROD-9045,Men's Clothing Cover,Apparel,Men's Clothing,2,161.86,0.39,28.54,Mountain,Colorado Springs,CO,48.41,Mobile Pay
ORD-002800,2025-06-14 15:24:33,2025-06-18 15:24:33,CUST-9901,Michael Morris,Consumer,PROD-3016,Skincare Way,Health & Beauty,Skincare,42,63612.64,0.19,19704.58,East,Miami,FL,51.54,Cash
ORD-002801,2025-04-14 04:08:21,2025-04-20 04:08:21,CUST-9172,Stephanie Johnson,Corporate,PROD-6945,Men's Clothing American,Apparel,Men's Clothing,34,32205.42,0.29,9143.22,Midwest,Pittsburgh,PA,56.45,PayPal
ORD-002802,2025-02-18 17:45:48,2025-02-26 17:45:48,CUST-5468,Eric Thompson,Corporate,PROD-5977,Supplements Growth,Health & Beauty,Supplements,36,48373.83,0.18,12930.75,Midwest,Detroit,MI,29.43,Credit
ORD-002803,2025-01-27 07:19:34,2025-02-04 07:19:34,CUST-9953,Edward Mcgrath,Small Business,PROD-8212,Monitors Industry,Technology,Monitors,21,35114.01,0.03,7518.33,West,Sacramento,CA,12.02,BNPL
ORD-002804,2024-03-21 12:17:02,2024-03-27 12:17:02,CUST-5596,Amanda Roman,Corporate,PROD-4930,Chairs Case,Furniture,Chairs,11,15144.72,0.1,4169.03,East,Washington,DC,59.92,PayPal
ORD-002805,2025-08-30 22:07:42,2025-09-08 22:07:42,CUST-1819,Stacie Mclean,Small Business,PROD-5977,Supplements Growth,Health & Beauty,Supplements,32,40901.45,0.22,9396.49,Midwest,Columbus,OH,75.49,Transfer
ORD-002806,2024-08-14 18:55:08,2024-08-20 18:55:08,CUST-3323,Nancy Smith,Retailer,PROD-8212,Monitors Industry,Technology,Monitors,41,65728.88,0.07,11851.6,South,Oklahoma City,OK,99.45,Debit
ORD-002807,2025-06-14 12:46:49,2025-06-19 12:46:49,CUST-8544,Jessica Alvarez,Enterprise,PROD-6162,Decor Body,Home & Kitchen,Decor,19,13164.58,0.25,-729.93,Mountain,Reno,NV,77.29,PayPal
ORD-002808,2024-05-18 10:40:33,2024-05-27 10:40:33,CUST-4024,Michael Fernandez,Online-Only,PROD-4547,Bedding Environmental,Home & Kitchen,Bedding,41,15772.49,0.18,5903.38,East,Washington,DC,24.39,BNPL
ORD-002809,2024-04-02 22:13:19,2024-04-04 22:13:19,CUST-2855,Ashley Sullivan,Small Business,PROD-5977,Supplements Growth,Health & Beauty,Supplements,2,2359.7,0.28,390.64,West,Denver,CO,86.35,Mobile Pay
ORD-002810,2024-05-06 22:16:30,2024-05-15 22:16:30,CUST-7404,Kathryn Cole,Online-Only,PROD-6252,Women's Clothing According,Apparel,Women's Clothing,16,21500.12,0.19,2122.36,Midwest,Indianapolis,IN,53.8,PayPal
ORD-002811,2025-04-29 04:03:46,2025-05-09 04:03:46,CUST-7439,Steven Merritt,Small Business,PROD-6601,Paper Age,Office Supplies,Paper,20,19568.93,0.23,4453.33,South,New Orleans,LA,20.34,PayPal
ORD-002812,2024-01-06 17:38:48,2024-01-16 17:38:48,CUST-7691,Andrew Herring,Online-Only,PROD-5392,Chairs Become,Furniture,Chairs,27,73798.65,0.08,15718.14,Midwest,Columbus,OH,81.89,Transfer
ORD-002813,2025-06-26 15:33:12,2025-06-27 15:33:12,CUST-4851,Stephanie Anderson,Consumer,PROD-6777,Decor Voice,Home & Kitchen,Decor,2,3066.67,0.33,258.11,West,San Francisco,CA,46.59,Credit
ORD-002814,2024-07-17 23:42:06,2024-07-24 23:42:06,CUST-5193,Samantha Garner,Small Business,PROD-9543,Tables Speak,Furniture,Tables,26,46833.95,0.36,3234.55,East,Miami,FL,38.07,Cash
ORD-002815,2024-10-29 10:34:04,2024-11-07 10:34:04,CUST-2552,Alexander Jones,Retailer,PROD-9045,Men's Clothing Cover,Apparel,Men's Clothing,42,4792.04,0.14,1992.32,West,Portland,OR,102.46,Credit
ORD-002816,2025-03-24 08:34:38,2025-03-25 08:34:38,CUST-7110,Lawrence Sanchez,Enterprise,PROD-9133,Lighting Same,Home & Kitchen,Lighting,10,11974.01,0.26,-588.39,Midwest,Pittsburgh,PA,108.9,Cash
ORD-002817,2025-06-19 14:33:00,2025-06-23 14:33:00,CUST-5575,Daniel Golden,Consumer,PROD-8302,Outerwear Though,Apparel,Outerwear,37,22284.83,0.09,5222.65,Midwest,Milwaukee,WI,94.96,Cash
ORD-002818,2024-03-22 23:57:29,2024-04-01 23:57:29,CUST-1228,Joshua Hall,Corporate,PROD-1662,Phones Drive,Technology,Phones,36,7853.97,0.11,2192.61,Mountain,Helena,MT,35.8,Cash
ORD-002819,2024-05-27 10:31:13,2024-06-01 10:31:13,CUST-7373,Douglas Beard,Small Business,PROD-4930,Chairs Case,Furniture,Chairs,46,56295.54,0.2,10397.2,Midwest,Kansas City,MO,69.19,Credit
ORD-002820,2025-05-05 11:50:09,2025-05-11 11:50:09,CUST-5043,David Brown,Enterprise,PROD-8318,Monitors Full,Technology,Monitors,2,1706.11,0.1,747.07,East,Miami,FL,40.78,PayPal
ORD-002821,2025-01-22 11:16:39,2025-01-27 11:16:39,CUST-9961,Anthony Rivera,Consumer,PROD-8459,Decor Pattern,Home & Kitchen,Decor,43,45984.03,0.05,9150.66,West,Seattle,WA,95.92,Transfer
ORD-002822,2024-07-21 04:49:59,2024-07-28 04:49:59,CUST-3271,Heather Green,Enterprise,PROD-8889,Chairs Speak,Furniture,Chairs,33,8120.48,0.25,2417.42,Midwest,Kansas City,MO,21.47,Debit
ORD-002823,2025-08-04 10:33:18,2025-08-08 10:33:18,CUST-5004,Brittany Miller,Enterprise,PROD-8083,Monitors Tell,Technology,Monitors,8,9579.95,0.01,3988.19,West,Salt Lake City,UT,22.97,PayPal
ORD-002824,2024-04-15 23:22:26,2024-04-25 23:22:26,CUST-6708,Ashley Lewis,Retailer,PROD-9302,Bookcases Travel,Furniture,Bookcases,39,96720.75,0.01,46298.43,West,Salt Lake City,UT,109.63,Credit
ORD-002825,2024-02-21 12:26:16,2024-02-24 12:26:16,CUST-8703,Jasmine Reed,Retailer,PROD-6317,Cabinets Learn,Furniture,Cabinets,1,2539.23,0.04,555.14,South,Birmingham,AL,48.31,Transfer
ORD-002826,2025-04-30 07:19:35,2025-05-06 07:19:35,CUST-2518,David Montes,Corporate,PROD-8759,Cookware Option,Home & Kitchen,Cookware,27,56710.17,0.28,758.07,South,Memphis,TN,21.02,Credit
ORD-002827,2024-10-12 06:49:22,2024-10-13 06:49:22,CUST-9304,Glenda Ortiz,Corporate,PROD-1665,Storage Matter,Office Supplies,Storage,23,45906.32,0.21,9308.26,East,Philadelphia,PA,62.52,BNPL
ORD-002828,2024-05-24 05:25:16,2024-05-30 05:25:16,CUST-1645,Omar Villarreal,Corporate,PROD-3118,Men's Clothing Professor,Apparel,Men's Clothing,46,81780.24,0.28,2899.9,Midwest,Chicago,IL,78.9,Debit
ORD-002829,2024-01-23 07:44:58,2024-01-26 07:44:58,CUST-9841,Casey Hickman,Retailer,PROD-3118,Men's Clothing Professor,Apparel,Men's Clothing,14,30074.98,0.13,6067.92,West,San Diego,CA,62.8,Debit
ORD-002830,2024-07-04 04:16:47,2024-07-08 04:16:47,CUST-1611,Derek Stephens,Corporate,PROD-7657,Tables Along,Furniture,Tables,23,9781.23,0.3,2322.79,South,Tampa,FL,29.07,Mobile Pay
ORD-002831,2024-04-12 22:00:45,2024-04-21 22:00:45,CUST-1882,Anita Edwards,Consumer,PROD-9302,Bookcases Travel,Furniture,Bookcases,12,27054.76,0.1,11540.2,Midwest,Pittsburgh,PA,83.7,Transfer
ORD-002832,2024-09-09 20:29:45,2024-09-19 20:29:45,CUST-4185,Kevin Martinez,Corporate,PROD-5969,Monitors Major,Technology,Monitors,50,37058.21,0.02,14927.21,Mountain,Reno,NV,99.15,PayPal
ORD-002833,2025-03-17 01:26:28,2025-03-22 01:26:28,CUST-3742,Jeremy Ross,Corporate,PROD-2171,Decor Kind,Home & Kitchen,Decor,30,36981.7,0.29,1861.3,East,Baltimore,MD,58.48,Transfer
ORD-002834,2025-08-06 13:46:50,2025-08-16 13:46:50,CUST-1810,Elizabeth Wong,Online-Only,PROD-1492,Cabinets Do,Furniture,Cabinets,13,11113.13,0.1,1327.12,East,Miami,FL,117.63,Credit
ORD-002835,2024-10-12 07:56:02,2024-10-16 07:56:02,CUST-2011,James Holloway,Consumer,PROD-3069,Footwear Your,Apparel,Footwear,16,6944.0,0.3,293.44,South,Oklahoma City,OK,109.0,PayPal
ORD-002836,2025-01-17 17:57:19,2025-01-21 17:57:19,CUST-8145,Karen Anderson,Small Business,PROD-4418,Accessories Give,Apparel,Accessories,25,8191.98,0.29,2372.48,South,Tampa,FL,26.89,Mobile Pay
ORD-002837,2024-01-13 12:24:33,2024-01-16 12:24:33,CUST-1981,Vicki Page,Enterprise,PROD-2549,Haircare Matter,Health & Beauty,Haircare,40,108451.82,0.03,32372.62,Midwest,Columbus,OH,113.27,BNPL
ORD-002838,2024-01-17 12:51:28,2024-01-27 12:51:28,CUST-9318,Jessica Smith,Consumer,PROD-9922,Phones Care,Technology,Phones,37,67294.03,0.12,24461.72,South,San Antonio,TX,84.22,Cash
ORD-002839,2024-03-02 11:32:17,2024-03-07 11:32:17,CUST-6494,Haley Nguyen,Online-Only,PROD-8523,Decor Along,Home & Kitchen,Decor,40,45880.38,0.09,17517.98,South,Nashville,TN,66.95,PayPal
ORD-002840,2024-01-02 18:39:26,2024-01-03 18:39:26,CUST-3119,Sharon Baldwin,Small Business,PROD-7998,Skincare Computer,Health & Beauty,Skincare,9,8620.86,0.28,1045.74,Midwest,Chicago,IL,37.11,Mobile Pay
ORD-002841,2024-12-15 14:34:53,2024-12-17 14:34:53,CUST-3027,Carol Farmer,Corporate,PROD-9576,Accessories Hold,Technology,Accessories,45,26057.83,0.05,6614.68,Mountain,Cheyenne,WY,63.83,Credit
ORD-002842,2025-06-30 20:41:06,2025-07-02 20:41:06,CUST-4487,David Hernandez,Consumer,PROD-4514,Outerwear Beat,Apparel,Outerwear,37,78520.22,0.2,28680.48,East,Philadelphia,PA,109.56,Mobile Pay
ORD-002843,2024-09-01 21:19:56,2024-09-06 21:19:56,CUST-9017,Dustin Costa,Small Business,PROD-6162,Decor Body,Home & Kitchen,Decor,22,16869.14,0.17,780.76,Mountain,Helena,MT,26.58,Transfer
ORD-002844,2024-12-18 16:53:48,2024-12-19 16:53:48,CUST-6266,Ryan Casey,Retailer,PROD-2038,Haircare Final,Health & Beauty,Haircare,26,39422.43,0.31,-5317.33,South,Tampa,FL,64.44,PayPal
ORD-002845,2024-04-22 11:31:26,2024-04-30 11:31:26,CUST-5006,Dean Blackburn,Retailer,PROD-6245,Accessories Trip,Apparel,Accessories,27,34564.41,0.21,11009.07,East,Atlanta,GA,41.1,BNPL
ORD-002846,2024-06-05 21:52:56,2024-06-07 21:52:56,CUST-4272,Claudia Lee,Consumer,PROD-9674,Copiers Chair,Technology,Copiers,43,15008.51,0.03,6400.77,South,Birmingham,AL,35.02,BNPL
ORD-002847,2025-02-06 12:21:06,2025-02-08 12:21:06,CUST-2984,Roberto Sanchez,Corporate,PROD-1715,Tables Heavy,Furniture,Tables,4,9840.71,0.05,4021.15,West,Denver,CO,109.28,Cash
ORD-002848,2024-07-29 11:05:13,2024-07-31 11:05:13,CUST-7391,Eric Cooke,Consumer,PROD-1492,Cabinets Do,Furniture,Cabinets,39,31857.63,0.14,2499.6,Mountain,Helena,MT,103.6,Credit
ORD-002849,2024-12-07 02:34:25,2024-12-09 02:34:25,CUST-6106,Haley Scott,Consumer,PROD-9615,Networking Move,Technology,Networking,8,1047.32,0.04,359.96,Midwest,Pittsburgh,PA,6.78,PayPal
ORD-002850,2025-03-31 15:12:03,2025-04-09 15:12:03,CUST-3135,Kevin Burton,Small Business,PROD-1574,Supplements Full,Health & Beauty,Supplements,7,18026.38,0.1,3810.43,West,Phoenix,AZ,26.04,Mobile Pay
ORD-002851,2024-06-07 13:33:27,2024-06-10 13:33:27,CUST-1895,Melissa Rice,Consumer,PROD-5442,Women's Clothing Voice,Apparel,Women's Clothing,42,32384.32,0.28,5240.98,West,Salt Lake City,UT,55.47,Credit
ORD-002852,2024-02-12 13:38:34,2024-02-22 13:38:34,CUST-2834,Brian Buckley,Retailer,PROD-4418,Accessories Give,Apparel,Accessories,12,3987.53,0.28,1194.17,Midwest,Detroit,MI,49.38,PayPal
ORD-002853,2024-10-31 20:15:57,2024-11-02 20:15:57,CUST-5408,Jack Johnston,Enterprise,PROD-8459,Decor Pattern,Home & Kitchen,Decor,29,26768.67,0.18,1927.56,Midwest,Detroit,MI,41.26,Credit
ORD-002854,2024-03-19 05:37:02,2024-03-22 05:37:02,CUST-1528,Laura Hall,Enterprise,PROD-8884,Haircare Reflect,Health & Beauty,Haircare,10,5199.35,0.05,1456.85,East,Washington,DC,31.17,Cash
ORD-002855,2024-10-06 22:35:10,2024-10-08 22:35:10,CUST-9825,Shannon Garcia,Small Business,PROD-7251,Bedding Into,Home & Kitchen,Bedding,9,14566.48,0.3,3569.83,East,New York,NY,9.72,BNPL
ORD-002856,2025-05-15 20:14:38,2025-05-19 20:14:38,CUST-8195,Diane Thompson,Consumer,PROD-8083,Monitors Tell,Technology,Monitors,46,52859.08,0.05,20706.46,Midwest,Chicago,IL,23.82,PayPal
ORD-002857,2024-09-30 18:56:45,2024-10-04 18:56:45,CUST-2039,Wyatt Murphy,Enterprise,PROD-2681,Cabinets Deep,Furniture,Cabinets,46,102435.01,0.2,8492.43,South,San Antonio,TX,20.32,Cash
ORD-002858,2025-02-05 01:54:30,2025-02-07 01:54:30,CUST-4719,Benjamin Ramsey,Retailer,PROD-1665,Storage Matter,Office Supplies,Storage,25,58109.27,0.08,18328.77,West,Salt Lake City,UT,58.92,BNPL
ORD-002859,2024-11-29 06:39:31,2024-11-30 06:39:31,CUST-9907,Mary Smith,Consumer,PROD-6552,Appliances Situation,Office Supplies,Appliances,49,58873.25,0.07,14975.62,South,Austin,TX,80.94,BNPL
ORD-002860,2025-04-21 02:31:34,2025-04-30 02:31:34,CUST-1719,Phillip Williams,Retailer,PROD-3496,Markers Finally,Office Supplies,Markers,22,38389.81,0.21,10953.17,South,New Orleans,LA,18.98,Transfer
ORD-002861,2025-06-20 04:05:59,2025-06-25 04:05:59,CUST-5217,John Banks,Retailer,PROD-9649,Men's Clothing Keep,Apparel,Men's Clothing,18,32745.96,0.21,11730.24,East,Washington,DC,58.82,BNPL
ORD-002862,2024-05-07 21:17:07,2024-05-08 21:17:07,CUST-5324,Sandra Gomez,Corporate,PROD-3118,Men's Clothing Professor,Apparel,Men's Clothing,4,6716.25,0.32,-142.91,South,Dallas,TX,96.98,Credit
ORD-002863,2025-07-04 18:06:32,2025-07-12 18:06:32,CUST-3271,Heather Green,Enterprise,PROD-7283,Appliances Unit,Office Supplies,Appliances,20,11025.87,0.29,497.07,Midwest,Kansas City,MO,104.66,Cash
ORD-002864,2025-02-09 14:04:16,2025-02-12 14:04:16,CUST-1303,Benjamin Vargas,Corporate,PROD-7580,Pens Three,Office Supplies,Pens,44,37308.47,0.09,16258.43,East,Atlanta,GA,8.3,Transfer
ORD-002865,2024-01-04 00:20:33,2024-01-14 00:20:33,CUST-9867,Brianna Green,Online-Only,PROD-9543,Tables Speak,Furniture,Tables,49,91022.22,0.34,8854.12,Midwest,Detroit,MI,32.48,PayPal
